elapsed_hours,avg_tick_ms,p95_tick_ms,max_tick_ms,train_rate_per_hr,step_ms,gpu_ms,trainer_queue_wait_ms,tick_samples
3.6008333333333336,4688.106336633663,5535.01,6074.64,4694470.0,1387.0,1078.6,0.01,101
3.6180555555555554,4839.1877358490565,5822.81,6888.58,4482086.0,1386.7,1078.2,0.01,106
3.635,4644.118936170213,5619.04,6615.39,4704011.0,1389.4,1080.6,0.01,94
3.652222222222222,4510.648396226415,5603.65,6296.73,4714585.0,1389.1,1080.4,0.01,106
3.6691666666666665,4553.757115384616,5639.17,6331.33,4558362.0,1389.4,1080.8,0.01,104
3.6863888888888887,4813.998173076923,5669.84,6551.47,4474736.0,1389.2,1080.6,0.01,104
3.703333333333333,4438.9749,5526.12,6103.93,4954710.0,1389.2,1080.5,0.01,100
3.7202777777777776,4893.7239,6082.07,6569.65,4682198.0,1389.7,1080.8,0.01,100
3.737222222222222,4568.3737,5908.54,6511.89,4697851.0,1389.6,1080.9,0.01,100
3.754166666666667,4747.744845360825,5707.7,7084.0,4438480.0,1389.9,1080.8,0.01,97
3.7708333333333335,4775.543366336634,6084.96,6790.96,4671933.0,1390.2,1080.9,0.01,101
3.7880555555555557,4738.7619,5768.25,6838.37,4725336.0,1389.6,1080.5,0.01,100
3.8047222222222223,4991.08,6141.7,6630.18,4774021.0,1390.0,1080.7,0.01,101
3.8216666666666668,4758.237352941177,6062.6,7005.76,4700340.0,1388.3,1079.2,0.01,102
3.838611111111111,4833.930729166666,6068.54,6989.82,4692019.0,1388.3,1079.2,0.01,96
3.8555555555555556,4699.405148514851,5888.87,6917.94,4448554.0,1388.5,1079.4,0.01,101
3.8725,4807.143599999999,5934.2,6858.12,4441634.0,1388.2,1079.0,0.01,100
3.8894444444444445,4903.763157894737,6079.82,6757.31,4211133.0,1390.5,1080.7,0.01,95
3.906388888888889,4812.103232323232,6270.29,7179.85,4684197.0,1390.7,1080.7,0.01,99
3.923611111111111,4749.313571428571,5929.2,7098.28,4683849.0,1390.8,1080.7,0.01,98
3.9405555555555556,4857.931666666667,6267.41,6877.74,4482818.0,1390.6,1080.4,0.01,102
3.957222222222222,5031.572857142857,6230.2,6809.38,4481097.0,1390.5,1080.1,0.01,98
3.9741666666666666,4786.3589,5854.54,6596.53,4683942.0,1390.1,1079.6,0.01,100
3.991111111111111,4793.141935483871,6064.95,6843.55,4463592.0,1390.3,1079.8,0.01,93
4.008055555555556,5134.903829787234,7741.9,9334.28,4209693.0,1390.1,1079.7,0.01,94
4.025,4528.8190476190475,5544.83,6655.08,4684919.0,1390.4,1079.9,0.01,105
4.041944444444445,4543.214174757281,5710.92,6604.55,4440933.0,1390.6,1079.9,0.01,103
4.058888888888889,4681.730865384616,5582.49,6738.76,4442465.0,1390.5,1079.9,0.01,104
4.0761111111111115,4648.870882352941,5819.56,6814.77,4712328.0,1391.0,1080.1,0.01,102
4.093333333333334,4858.386213592234,6059.35,7209.04,4490003.0,1388.3,1077.7,0.01,103
4.110277777777778,4697.616796116505,5621.53,6487.88,4710946.0,1388.8,1078.3,0.01,103
4.127222222222223,4657.662156862745,5656.97,6295.59,4451336.0,1388.9,1078.2,0.01,102
4.144166666666667,4616.719191919192,5870.06,6315.3,4453748.0,1389.0,1078.3,0.01,99
4.161666666666667,4790.585729166666,6484.39,7063.71,4486600.0,1391.4,1080.1,0.01,96
4.1786111111111115,4689.8158,5659.88,6412.67,4930442.0,1391.0,1079.6,0.01,100
4.195555555555556,4709.139519230769,6016.27,6711.73,4763318.0,1391.0,1079.5,0.01,104
4.2125,4907.137142857143,5971.93,7014.39,4440438.0,1392.9,1081.2,0.01,98
4.229444444444445,4487.919375,5508.31,6220.29,4697085.0,1392.6,1081.0,0.01,96
4.246111111111111,4676.354571428571,5946.14,6393.52,4731232.0,1393.3,1081.5,0.01,105
4.263055555555556,4944.332395833333,6310.15,7018.55,4488821.0,1393.5,1081.7,0.01,96
4.28,4906.0291,6064.04,6596.67,4505584.0,1393.5,1081.9,0.01,100
4.2972222222222225,4893.880891089108,6212.56,6862.39,4511157.0,1393.5,1081.8,0.01,101
4.314166666666667,4798.4820618556705,6190.81,6846.39,4687866.0,1393.1,1081.7,0.01,97
4.331111111111111,4767.570099009901,5947.75,6698.09,4726837.0,1393.0,1081.9,0.01,101
4.347777777777778,5056.4883673469385,6369.73,7137.68,4737785.0,1390.8,1080.2,0.01,98
4.364722222222222,4928.7669387755095,5997.18,7061.75,4470166.0,1390.4,1080.1,0.01,98
4.381944444444445,5018.754897959184,6335.4,7677.18,4544548.0,1390.6,1080.5,0.01,98
4.398611111111111,5002.496170212766,6255.23,6812.12,4448326.0,1391.0,1081.0,0.01,94
4.4158333333333335,5088.837741935484,6446.79,6940.89,4222627.0,1393.9,1083.3,0.01,93
4.433055555555556,4914.006526315789,6217.33,6517.98,4469151.0,1394.3,1083.6,0.01,95
4.45,5319.695638297872,6513.97,6996.57,4688602.0,1394.1,1083.5,0.01,94
4.466944444444445,4760.356831683168,5896.5,7062.48,4469582.0,1394.6,1083.8,0.01,101
4.483888888888889,5190.4947826086955,6290.22,6939.46,4428694.0,1394.8,1083.9,0.01,92
4.5008333333333335,5065.17032967033,6195.01,6853.01,4476835.0,1395.1,1084.1,0.01,91
4.517777777777778,5185.929895833334,6485.15,6883.61,4427904.0,1395.2,1084.1,0.01,96
4.534722222222222,4731.980421052632,5916.6,6639.65,4452847.0,1394.9,1084.1,0.01,95
4.551666666666667,5105.770303030303,6249.32,7457.14,4231093.0,1395.0,1084.2,0.01,99
4.568333333333333,5233.579468085106,6629.94,7092.96,4441551.0,1395.2,1084.2,0.01,94
4.585555555555556,4997.579072164948,6179.35,7012.93,4436597.0,1394.7,1084.0,0.01,97
4.602222222222222,5189.5615625,6537.38,6814.76,4230902.0,1395.1,1084.4,0.01,96
4.619166666666667,5143.877916666667,6377.4,7208.2,4453405.0,1393.5,1083.2,0.01,96
4.636388888888889,5255.2003125,6450.44,7022.23,4489180.0,1393.9,1083.6,0.01,96
4.653333333333333,5257.343655913979,6661.1,7219.64,4702842.0,1394.0,1083.8,0.01,93
4.670277777777778,5191.697752808988,6521.73,8022.9,4202743.0,1395.9,1085.5,0.01,89
4.6875,5331.145494505495,6716.72,7299.14,4214739.0,1395.3,1085.0,0.01,91
4.704444444444444,5282.700421052631,6649.59,7191.77,4440725.0,1395.7,1085.2,0.01,95
4.721388888888889,5226.637474747475,6751.86,7402.58,4234624.0,1395.6,1085.1,0.01,99
4.738333333333333,4815.709347826087,5997.42,6885.2,4731220.0,1395.4,1085.0,0.01,92
4.755277777777778,4716.878695652174,5780.28,6891.2,4741065.0,1396.0,1085.3,0.01,92
4.772222222222222,5427.606413043478,6935.1,8485.58,4432866.0,1397.0,1086.0,0.01,92
4.789444444444444,5141.327954545454,6277.69,7731.1,4484719.0,1397.8,1086.4,0.01,88
