cum_step,meta_step,segment,elapsed_train_sec,wallclock_iso,ms_per_step,pElo,nll,loss,pLoss,vLoss,legalMass,pIllM,bn1Mean,gNorm,sae2,eff_alpha,pLogit_mean,pLogit_peak,frozen_file,note,wall_sec,games_fed
473970,473970,18,453465.0,2026-06-12T08:29:23,560.3,,,3.138,2.1519,0.9861,0.9984,0.0015,,1.386,,,19.257,,,,,
474978,474978,18,454073.0,2026-06-12T08:39:31,556.8,,,3.1415,2.153,0.9885,0.9986,0.0015,,1.458,,,19.322,,,,,
475966,475966,18,454683.0,2026-06-12T08:49:41,554.6,,,3.1519,2.1607,0.9912,0.9987,0.0015,,1.137,,,19.5,,,,,
476990,476990,18,455291.0,2026-06-12T08:59:49,553.2,,,3.1869,2.1857,1.0012,0.999,0.0016,,1.648,,,19.524,,,,,
478002,478002,18,455898.0,2026-06-12T09:09:56,553.8,,,3.1814,2.1828,0.9986,0.998,0.0016,,1.349,,,19.536,,,,,
479017,479017,18,456505.0,2026-06-12T09:20:03,557.0,,,3.1806,2.181,0.9996,0.9986,0.0016,,1.598,,,19.585,,,,,
480033,480033,18,457113.0,2026-06-12T09:30:11,556.6,,,3.1829,2.1807,1.0022,0.9988,0.0016,,1.415,,,19.602,,,,,
481042,481042,18,457721.0,2026-06-12T09:40:19,553.1,,,3.1842,2.182,1.0022,0.9984,0.0016,,1.609,,,19.63,,,,,
481953,481953,18,458268.0,2026-06-12T09:49:26,555.4,,,3.1842,2.1821,1.0021,0.9986,0.0016,,1.614,,,19.666,,,,,
482968,482968,18,458875.0,2026-06-12T09:59:33,553.3,,,3.1881,2.1835,1.0046,0.9989,0.0016,,1.618,,,19.699,,,,,
483979,483979,18,459483.0,2026-06-12T10:09:41,554.3,,,3.1846,2.1797,1.0049,0.9983,0.0016,,1.413,,,19.723,,,,,
485009,485009,18,460583.0,2026-06-12T10:28:01,1421.4,,,3.1864,2.1853,1.0011,0.9989,0.0016,,1.62,,,19.766,,,,,
486044,486044,18,461809.0,2026-06-12T10:48:27,595.5,,,3.1864,2.1846,1.0018,0.9982,0.0016,,1.503,,,19.787,,,,,
487030,487030,19,462597.0,2026-06-12T11:07:10,548.7,,,3.1874,2.1845,1.0029,0.9986,0.0016,,1.714,,,19.956,,,,,
488009,488009,19,463142.0,2026-06-12T11:16:15,547.4,,,3.1777,2.1765,1.0012,0.9972,0.0016,,1.463,,,19.958,,,,,
488984,488984,19,463687.0,2026-06-12T11:25:20,548.2,,,3.1802,2.181,0.9992,0.9987,0.0016,,1.572,,,20.003,,,,,
489958,489958,19,464231.0,2026-06-12T11:34:24,552.5,,,3.1857,2.1877,0.998,0.999,0.0016,,1.552,,,20.057,,,,,
491047,491047,19,464836.0,2026-06-12T11:44:29,546.9,,,3.1867,2.1852,1.0015,0.9988,0.0016,,1.564,,,20.082,,,,,
492023,492023,19,465380.0,2026-06-12T11:53:33,546.5,,,3.181,2.1826,0.9984,0.9983,0.0016,,1.48,,,20.126,,,,,
493000,493000,19,465924.0,2026-06-12T12:02:37,549.2,,,3.1907,2.1837,1.007,0.9986,0.0016,,1.641,,,20.175,,,,,
493976,493976,19,466469.0,2026-06-12T12:11:42,547.7,,,3.1896,2.1858,1.0038,0.9988,0.0016,,1.601,,,20.231,,,,,
494979,494979,19,467073.0,2026-06-12T12:21:46,604.2,,,3.1867,2.1825,1.0042,0.9982,0.0016,,1.778,,,20.255,,,,,
495948,495948,19,467617.0,2026-06-12T12:30:50,554.5,,,3.184,2.1832,1.0008,0.9986,0.0015,,1.562,,,20.295,,,,,
497018,497018,19,468222.0,2026-06-12T12:40:55,548.9,,,3.1846,2.1822,1.0024,0.9988,0.0016,,1.634,,,20.331,,,,,
497981,497981,19,468766.0,2026-06-12T12:49:59,557.3,,,3.19,2.1888,1.0012,0.9985,0.0016,,1.6,,,20.386,,,,,
499000,335,21,470153.0,2026-06-12T14:26:19,1742.7,,,3.1795,2.1789,1.0006,0.9987,0.0016,,0.95,,,19.553,,,,,
500000,197,23,472034.0,2026-06-12T15:00:50,1760.0,,,3.1861,2.1846,1.0015,0.9988,0.0016,,0.976,,,19.507,,,,,
500938,567,24,473775.0,2026-06-12T15:31:26,1685.5,,,3.1835,2.1806,1.0029,0.9982,0.0016,,1.064,,,19.533,,,,,
999021,498650,25,473776.0,2026-06-12T15:33:39,,,,,,,0.9978,0.0,,,,,,,,,,
1000005,499634,25,,2026-06-12T16:03:28,,,,3.191,2.1899,1.0011,,,,1.614,,,,,,,,
1001004,500633,25,477500.0,2026-06-12T16:35:43,1847.0,,,3.1904,2.185,1.0054,0.9985,0.0016,,1.703,,,20.627,,,,,
1001993,501622,25,481897.0,2026-06-12T17:49:01,2120.1,,,3.1934,2.1898,1.0036,0.9985,0.0016,,1.564,,,20.626,,,,,
1003014,502643,25,483747.0,2026-06-12T18:19:51,1668.1,,,3.1861,2.1858,1.0003,0.9985,0.0016,,1.54,,,20.642,,,,,
1003960,503589,25,485501.0,2026-06-12T18:49:05,1691.8,,,3.1904,2.1884,1.002,0.9987,0.0015,,1.627,,,20.655,,,,,
