cum_step,meta_step,segment,elapsed_train_sec,wallclock_iso,ms_per_step,pElo,nll,loss,pLoss,vLoss,legalMass,pIllM,bn1Mean,gNorm,sae2,eff_alpha,pLogit_mean,pLogit_peak,frozen_file,note,wall_sec,games_fed
332002,332002,32,425792.0,2026-05-19T07:17:58,842.3,,,1.2388,0.6013,0.6375,0.985,0.0165,,1.217,,,19.256,,,,,
333023,333023,32,426704.0,2026-05-19T07:33:10,834.1,,,1.2395,0.6018,0.6377,0.9915,0.0164,,1.212,,,19.244,,,,,
333983,333983,32,427555.0,2026-05-19T07:47:21,834.1,,,1.24,0.6007,0.6393,0.9851,0.0164,,1.214,,,19.256,,,,,
335006,335006,32,428468.0,2026-05-19T08:02:34,829.4,,,1.2415,0.6011,0.6404,0.9863,0.0163,,1.211,,,19.259,,,,,
336016,336016,32,429380.0,2026-05-19T08:17:46,817.9,,,1.2373,0.5975,0.6398,0.983,0.0162,,1.21,,,19.281,,,,,
337005,337005,32,430292.0,2026-05-19T08:32:59,845.0,,,1.2343,0.5962,0.6381,0.9832,0.0162,,1.209,,,19.276,,,,,
337995,337995,33,433142.0,2026-05-19T09:21:48,880.6,,,1.2363,0.5969,0.6394,0.9601,0.0161,,1.21,,,19.278,,,,,
339012,339012,33,436120.0,2026-05-19T10:11:26,3433.8,,,1.2288,0.5934,0.6354,0.9892,0.016,,1.202,,,19.282,,,,,
339994,339994,33,437030.0,2026-05-19T10:26:36,916.7,,,1.2296,0.5925,0.6371,0.9747,0.0161,,1.206,,,19.292,,,,,
340977,340977,33,437940.0,2026-05-19T10:41:46,913.0,,,1.2294,0.5924,0.637,0.9865,0.016,,1.204,,,19.283,,,,,
341973,341973,33,438849.0,2026-05-19T10:56:55,894.5,,,1.2309,0.5927,0.6382,0.9815,0.0159,,1.203,,,19.276,,,,,
342978,342978,33,439758.0,2026-05-19T11:12:04,889.2,,,1.2309,0.5926,0.6383,0.9722,0.0159,,1.201,,,19.277,,,,,
343980,343980,33,440668.0,2026-05-19T11:27:14,898.5,,,1.2289,0.5923,0.6366,0.9579,0.016,,1.2,,,19.267,,,,,
345013,345013,33,441637.0,2026-05-19T11:43:23,919.7,,,1.2281,0.593,0.6351,0.9938,0.0158,,1.197,,,19.257,,,,,
345997,345997,33,442548.0,2026-05-19T11:58:34,892.7,,,1.2289,0.5939,0.635,0.9837,0.0158,,1.203,,,19.258,,,,,
347004,347004,33,443457.0,2026-05-19T12:13:43,872.4,,,1.2287,0.5924,0.6363,0.9817,0.0158,,1.21,,,19.265,,,,,
348027,348027,33,444368.0,2026-05-19T12:28:55,865.5,,,1.2314,0.5935,0.6379,0.977,0.0158,,1.205,,,19.259,,,,,
349028,349028,33,445280.0,2026-05-19T12:44:06,878.5,,,1.2304,0.5936,0.6368,0.9829,0.0157,,1.203,,,19.277,,,,,
349973,349973,33,446130.0,2026-05-19T12:58:16,871.2,,,1.2291,0.5919,0.6372,0.9915,0.0157,,1.203,,,19.255,,,,,
351003,351003,33,447104.0,2026-05-19T13:14:30,968.9,,,1.2292,0.5922,0.637,0.982,0.0156,,1.203,,,19.254,,,,,
351989,351989,33,448260.0,2026-05-19T13:33:46,1005.4,,,1.231,0.594,0.637,0.9842,0.0156,,1.203,,,19.266,,,,,
352997,352997,34,449719.0,2026-05-19T13:59:03,1261.1,,,1.2275,0.5914,0.6361,0.9935,0.0155,,1.205,,,19.26,,,,,
354020,354020,34,451058.0,2026-05-19T14:21:23,1282.5,,,1.2274,0.5913,0.6361,0.9773,0.0155,,1.196,,,19.261,,,,,
354986,354986,34,452277.0,2026-05-19T14:41:41,1171.8,,,1.2286,0.5918,0.6368,0.9912,0.0154,,1.2,,,19.254,,,,,
356004,356004,34,453617.0,2026-05-19T15:04:01,1296.6,,,1.2297,0.5938,0.6359,0.9919,0.0155,,1.204,,,19.256,,,,,
357005,357005,34,454958.0,2026-05-19T15:26:22,1333.8,,,1.2281,0.5903,0.6378,0.9813,0.0154,,1.196,,,19.268,,,,,
358017,358017,34,456239.0,2026-05-19T15:47:43,1239.2,,,1.2268,0.5915,0.6353,0.9809,0.0154,,1.202,,,19.267,,,,,
359018,359018,34,457579.0,2026-05-19T16:10:03,1312.3,,,1.2279,0.5922,0.6357,0.988,0.0154,,1.199,,,19.278,,,,,
360019,360019,34,458859.0,2026-05-19T16:31:23,1247.6,,,1.2282,0.5913,0.6369,0.9925,0.0152,,1.201,,,19.271,,,,,
361002,361002,34,460657.0,2026-05-19T17:01:21,2324.9,,,1.229,0.5926,0.6364,0.98,0.0153,,1.202,,,19.269,,,,,
361988,361988,34,462322.0,2026-05-19T17:29:06,1265.8,,,1.2277,0.5924,0.6353,0.9785,0.0153,,1.202,,,19.279,,,,,
363004,363004,34,463599.0,2026-05-19T17:50:24,1234.0,,,1.2272,0.5918,0.6354,0.977,0.0153,,1.198,,,19.274,,,,,
364006,364006,34,464819.0,2026-05-19T18:10:43,1100.1,,,1.228,0.593,0.635,0.9826,0.0153,,1.199,,,19.27,,,,,
365001,365001,34,465923.0,2026-05-19T18:29:07,963.7,,,1.2276,0.5933,0.6343,0.9908,0.0152,,1.196,,,19.278,,,,,
366018,366018,34,467089.0,2026-05-19T18:48:34,933.2,,,1.2271,0.5921,0.635,0.9691,0.0152,,1.2,,,19.275,,,,,
366992,366992,34,468312.0,2026-05-19T19:08:56,1222.4,,,1.2296,0.5927,0.6369,0.9901,0.0152,,1.199,,,19.276,,,,,
368021,368021,34,469594.0,2026-05-19T19:30:18,1192.0,,,1.2254,0.5889,0.6365,0.9878,0.0151,,1.196,,,19.289,,,,,
369017,369017,34,470815.0,2026-05-19T19:50:39,1125.1,,,1.2286,0.5942,0.6344,0.9802,0.0148,,1.195,,,19.263,,,,,
370000,370000,34,472036.0,2026-05-19T20:11:01,1182.4,,,1.2233,0.5906,0.6327,0.9734,0.015,,1.192,,,19.286,,,,,
371008,371008,34,473320.0,2026-05-19T20:32:24,1205.6,,,1.0929,0.5318,0.5611,0.9846,0.015,,1.173,,,19.354,,,,,
372014,372014,34,474542.0,2026-05-19T20:52:47,1131.4,,,1.0934,0.5314,0.562,0.9843,0.0149,,1.177,,,19.357,,,,,
372981,372981,34,475701.0,2026-05-19T21:12:05,1133.9,,,1.0934,0.5323,0.5611,0.986,0.015,,1.175,,,19.349,,,,,
373980,373980,34,476922.0,2026-05-19T21:32:27,1169.9,,,1.0926,0.5307,0.5619,0.9772,0.0149,,1.174,,,19.354,,,,,
374992,374992,34,478345.0,2026-05-19T21:56:11,862.9,,,1.0953,0.5332,0.5621,0.9719,0.0148,,1.177,,,19.351,,,,,
376006,376006,34,,2026-05-19T22:20:54,,,,1.0934,0.5306,0.5628,,,,1.172,,,,,,,,
376999,376999,34,481261.0,2026-05-19T22:44:46,858.9,,,1.0942,0.5333,0.5609,0.9821,0.0147,,1.18,,,19.344,,,,,
377984,377984,34,482811.0,2026-05-19T23:10:37,855.6,,,1.0934,0.5317,0.5617,0.9869,0.0146,,1.178,,,19.353,,,,,
378984,378984,34,484551.0,2026-05-19T23:39:36,870.6,,,1.0954,0.533,0.5624,0.9897,0.0145,,1.173,,,19.349,,,,,
380012,380012,34,,2026-05-20T00:09:36,,,,1.0915,0.5303,0.5612,,,,1.175,,,,,,,,
381000,381000,34,488228.0,2026-05-20T00:40:54,894.5,,,1.0949,0.5314,0.5635,0.9727,0.0143,,1.174,,,19.342,,,,,
382005,382005,34,490226.0,2026-05-20T01:14:12,901.0,,,1.0926,0.5322,0.5604,0.9886,0.0145,,1.174,,,19.343,,,,,
383008,383008,34,492296.0,2026-05-20T01:48:42,909.5,,,1.0922,0.5323,0.5599,0.9852,0.0144,,1.177,,,19.334,,,,,
383996,383996,34,494362.0,2026-05-20T02:23:08,893.9,,,1.0937,0.5329,0.5608,0.9806,0.0144,,1.176,,,19.353,,,,,
385006,385006,34,496364.0,2026-05-20T02:56:30,897.8,,,1.0921,0.532,0.5601,0.988,0.0144,,1.178,,,19.353,,,,,
386001,386001,34,498433.0,2026-05-20T03:30:58,894.5,,,1.0935,0.5316,0.5619,0.9897,0.0145,,1.178,,,19.355,,,,,
386988,386988,34,500638.0,2026-05-20T04:07:44,924.3,,,1.0902,0.5307,0.5595,0.9853,0.0142,,1.175,,,19.357,,,,,
388007,388007,34,502834.0,2026-05-20T04:44:19,876.5,,,1.0894,0.5282,0.5612,0.9834,0.0142,,1.17,,,19.388,,,,,
389011,389011,34,504968.0,2026-05-20T05:19:54,875.8,,,1.0864,0.5269,0.5595,0.9804,0.0142,,1.171,,,19.358,,,,,
389997,389997,34,506910.0,2026-05-20T05:52:16,894.9,,,1.087,0.527,0.56,0.9733,0.0142,,1.166,,,19.367,,,,,
390990,390990,34,508863.0,2026-05-20T06:24:49,887.2,,,1.0884,0.5284,0.56,0.9864,0.014,,1.168,,,19.369,,,,,
391985,391985,34,510873.0,2026-05-20T06:58:19,896.5,,,1.089,0.5284,0.5606,0.9868,0.014,,1.171,,,19.346,,,,,
393003,393003,34,513017.0,2026-05-20T07:34:03,899.4,,,1.0901,0.5299,0.5602,0.9884,0.014,,1.174,,,19.353,,,,,
394012,394012,34,515229.0,2026-05-20T08:10:55,900.7,,,1.0873,0.5278,0.5595,0.993,0.014,,1.164,,,19.35,,,,,
394990,394990,34,517385.0,2026-05-20T08:46:51,891.6,,,1.0876,0.5275,0.5601,0.9838,0.0138,,1.168,,,19.348,,,,,
395984,395984,34,518754.0,2026-05-20T09:09:38,837.3,,,1.0879,0.5269,0.561,0.9836,0.0139,,1.164,,,19.368,,,,,
397029,397029,34,519794.0,2026-05-20T09:26:59,808.7,,,1.089,0.5294,0.5596,0.9853,0.014,,1.169,,,19.365,,,,,
397989,397989,34,520714.0,2026-05-20T09:42:19,798.5,,,1.0894,0.5286,0.5608,0.9679,0.0139,,1.172,,,19.35,,,,,
398995,398995,34,,2026-05-20T09:58:25,,,,1.0889,0.5289,0.56,,,,1.167,,,,,,,,
400014,400014,34,522672.0,2026-05-20T10:14:57,796.2,,,1.0854,0.5265,0.5589,0.9949,0.0138,,1.166,,,19.366,,,,,
400971,400971,34,523590.0,2026-05-20T10:30:14,795.4,,,1.0877,0.5279,0.5598,0.9801,0.0139,,1.168,,,19.36,,,,,
401988,401988,34,524817.0,2026-05-20T10:50:42,1048.5,,,1.0885,0.5276,0.5609,0.9901,0.0139,,1.167,,,19.356,,,,,
403002,403002,34,526106.0,2026-05-20T11:12:11,1038.0,,,1.0876,0.5278,0.5598,0.9787,0.014,,1.168,,,19.367,,,,,
403981,403981,34,527460.0,2026-05-20T11:34:45,1098.5,,,1.0873,0.5288,0.5585,0.9865,0.0136,,1.167,,,19.369,,,,,
405008,405008,34,528938.0,2026-05-20T11:59:23,1098.5,,,1.0868,0.5279,0.5589,0.9934,0.0137,,1.166,,,19.378,,,,,
405987,405987,34,530353.0,2026-05-20T12:22:58,1074.2,,,1.084,0.5271,0.5569,0.9806,0.0133,,1.162,,,19.356,,,,,
407008,407008,34,531702.0,2026-05-20T12:45:27,1012.1,,,1.0848,0.5261,0.5587,0.9939,0.0134,,1.162,,,19.364,,,,,
408025,408025,34,532991.0,2026-05-20T13:06:55,1010.3,,,1.0848,0.5266,0.5582,0.9936,0.0134,,1.165,,,19.349,,,,,
408993,408993,34,534218.0,2026-05-20T13:27:23,997.7,,,1.0849,0.5271,0.5578,0.9918,0.0133,,1.164,,,19.341,,,,,
409989,409989,34,535507.0,2026-05-20T13:48:52,997.8,,,1.0858,0.5278,0.558,0.9631,0.0134,,1.163,,,19.351,,,,,
411012,411012,34,536797.0,2026-05-20T14:10:22,987.3,,,1.0841,0.5271,0.557,0.981,0.0133,,1.162,,,19.336,,,,,
412002,412002,34,,2026-05-20T14:32:53,,,,1.0836,0.526,0.5576,,,,1.159,,,,,,,,
412977,412977,34,539444.0,2026-05-20T14:54:29,990.2,,,1.0864,0.5279,0.5585,0.9877,0.0132,,1.161,,,19.341,,,,,
414013,414013,34,540796.0,2026-05-20T15:17:01,985.1,,,1.0846,0.527,0.5576,0.9915,0.0132,,1.161,,,19.342,,,,,
414988,414988,34,542088.0,2026-05-20T15:38:34,1003.8,,,1.0831,0.5245,0.5586,0.99,0.0132,,1.158,,,19.336,,,,,
415996,415996,34,544836.0,2026-05-20T16:24:23,956.3,,,1.0875,0.5282,0.5593,0.9858,0.0131,,1.165,,,19.302,,,,,
416996,416996,35,547341.0,2026-05-20T17:53:12,846.4,,,1.0786,0.5229,0.5557,0.9884,0.0132,,1.157,,,19.33,,,,,
418008,418008,36,550977.0,2026-05-20T19:00:54,883.2,,,1.0847,0.5267,0.558,0.9817,0.0132,,1.161,,,19.353,,,,,
418997,418997,36,551947.0,2026-05-20T19:17:04,1052.4,,,1.0833,0.5263,0.557,0.9923,0.0132,,1.156,,,19.344,,,,,
420008,420008,35,550008.0,2026-05-20T18:37:40,882.4,,,1.0825,0.5257,0.5568,0.9827,0.0131,,1.158,,,19.354,,,,,
421012,421012,39,558689.0,2026-05-21T09:32:43,925.1,,,1.0815,0.5261,0.5554,0.987,0.013,,1.156,,,19.339,,,,,
421987,421987,39,559598.0,2026-05-21T09:47:52,913.0,,,1.082,0.5251,0.5569,0.9831,0.0128,,1.154,,,19.344,,,,,
422974,422974,40,560506.0,2026-05-21T10:14:18,913.3,,,1.0822,0.5258,0.5564,0.9797,0.013,,1.152,,,19.322,,,,,
423991,423991,40,561478.0,2026-05-21T10:30:30,942.9,,,1.0827,0.5255,0.5572,0.9848,0.0128,,1.154,,,19.335,,,,,
425022,425022,40,562448.0,2026-05-21T10:46:40,925.5,,,1.0811,0.5238,0.5573,0.9878,0.0129,,1.151,,,19.328,,,,,
426000,426000,40,563662.0,2026-05-21T11:06:54,1308.7,,,1.0805,0.5244,0.5561,0.991,0.0128,,1.153,,,19.333,,,,,
426994,426994,40,564938.0,2026-05-21T11:28:10,1241.0,,,1.0823,0.5246,0.5577,0.9849,0.0128,,1.149,,,19.321,,,,,
427997,427997,40,566151.0,2026-05-21T11:48:23,1136.9,,,1.082,0.5255,0.5565,0.9888,0.0127,,1.154,,,19.329,,,,,
429017,429017,40,567428.0,2026-05-21T12:09:40,1276.6,,,1.0818,0.5251,0.5567,0.9948,0.0127,,1.152,,,19.342,,,,,
430021,430021,40,568706.0,2026-05-21T12:30:58,1244.8,,,1.0833,0.5262,0.5571,0.9688,0.0126,,1.151,,,19.325,,,,,
431023,431023,40,569923.0,2026-05-21T12:51:16,1149.0,,,1.0805,0.5238,0.5567,0.9697,0.0127,,1.149,,,19.323,,,,,
432010,432010,40,571140.0,2026-05-21T13:11:32,1261.2,,,1.0815,0.5249,0.5566,0.9827,0.0127,,1.148,,,19.339,,,,,
433009,433009,41,576937.0,2026-05-21T15:52:57,2647.0,,,1.0825,0.5268,0.5557,0.9939,0.0126,,1.155,,,19.302,,,,,
434000,434000,42,585442.0,2026-05-21T19:00:52,4065.1,,,1.2644,0.5742,0.6902,0.9913,0.013,,1.171,,,19.337,,,,,
434993,434993,42,587891.0,2026-05-21T19:41:42,2419.3,,,1.2651,0.5726,0.6925,0.9889,0.013,,1.16,,,19.326,,,,,
436001,436001,42,643056.0,2026-05-22T11:01:07,91062.7,,,1.2711,0.5815,0.6896,0.972,0.0128,,1.173,,,19.246,,,,,
437009,437009,42,645647.0,2026-05-22T11:44:18,2515.1,,,1.2613,0.5719,0.6894,0.9795,0.0128,,1.167,,,19.341,,,,,
438001,438001,42,648179.0,2026-05-22T12:26:30,2407.3,,,1.2592,0.5718,0.6874,0.9846,0.0128,,1.159,,,19.338,,,,,
438995,438995,43,650834.0,2026-05-22T13:15:58,2384.6,,,1.2647,0.5739,0.6908,0.9876,0.0125,,1.165,,,19.309,,,,,
439994,439994,43,653357.0,2026-05-22T13:58:01,2468.9,,,1.259,0.5698,0.6892,0.9757,0.0127,,1.159,,,19.343,,,,,
440999,440999,43,655876.0,2026-05-22T14:40:00,2467.2,,,1.2598,0.5699,0.6899,0.993,0.0126,,1.154,,,19.33,,,,,
442008,442008,43,658456.0,2026-05-22T15:23:00,2536.2,,,1.2612,0.5706,0.6906,0.9892,0.0125,,1.15,,,19.33,,,,,
442999,442999,43,660987.0,2026-05-22T16:05:12,2399.3,,,1.2594,0.5695,0.6899,0.9896,0.0125,,1.145,,,19.336,,,,,
443995,443995,43,663581.0,2026-05-22T16:48:25,2446.7,,,1.262,0.5697,0.6923,0.9889,0.0126,,1.149,,,19.328,,,,,
445009,445009,43,666297.0,2026-05-22T17:33:41,2484.1,,,1.2593,0.5706,0.6887,0.9845,0.0124,,1.151,,,19.334,,,,,
446007,446007,43,668826.0,2026-05-22T18:15:51,2379.1,,,1.2604,0.5696,0.6908,0.9848,0.0124,,1.152,,,19.342,,,,,
446989,446989,43,671301.0,2026-05-22T18:57:05,2359.3,,,1.2589,0.5702,0.6887,0.983,0.0124,,1.151,,,19.339,,,,,
448005,448005,43,673835.0,2026-05-22T19:39:19,2354.3,,,1.2584,0.569,0.6894,0.985,0.0124,,1.151,,,19.356,,,,,
448996,448996,43,676307.0,2026-05-22T20:20:32,2333.4,,,1.2594,0.5707,0.6887,0.9903,0.0122,,1.147,,,19.34,,,,,
450006,450006,43,678782.0,2026-05-22T21:01:46,2301.8,,,1.2551,0.5687,0.6864,0.9895,0.0122,,1.147,,,19.352,,,,,
450998,450998,43,681257.0,2026-05-22T21:43:02,2313.2,,,1.2565,0.5685,0.688,0.991,0.0122,,1.147,,,19.351,,,,,
451989,451989,43,683685.0,2026-05-22T22:23:30,1622.3,,,1.2565,0.5686,0.6879,0.9945,0.0122,,1.147,,,19.354,,,,,
452988,452988,43,686240.0,2026-05-22T23:06:05,1550.4,,,1.258,0.5678,0.6902,0.9944,0.0122,,1.14,,,19.367,,,,,
453998,453998,43,688797.0,2026-05-22T23:48:42,1552.1,,,1.2572,0.569,0.6882,0.98,0.0121,,1.143,,,19.361,,,,,
454990,454990,43,691418.0,2026-05-23T00:32:23,1536.5,,,1.2596,0.5696,0.69,0.9937,0.0121,,1.142,,,19.356,,,,,
455993,455993,43,694115.0,2026-05-23T01:17:20,1430.7,,,1.263,0.5717,0.6913,0.9863,0.0122,,1.148,,,19.345,,,,,
456999,456999,43,696676.0,2026-05-23T02:00:01,1464.1,,,1.2584,0.5708,0.6876,0.9873,0.012,,1.15,,,19.365,,,,,
457997,457997,43,699178.0,2026-05-23T02:41:43,1461.4,,,1.2588,0.5692,0.6896,0.988,0.0121,,1.14,,,19.361,,,,,
459005,459005,43,701672.0,2026-05-23T03:23:18,1411.6,,,1.2594,0.5711,0.6883,0.9888,0.0119,,1.141,,,19.385,,,,,
459996,459996,43,704179.0,2026-05-23T04:05:04,1458.4,,,1.2544,0.57,0.6844,0.9878,0.0119,,1.146,,,19.375,,,,,
460990,460990,43,706754.0,2026-05-23T04:48:00,1473.7,,,1.2603,0.5693,0.691,0.9904,0.0121,,1.145,,,19.379,,,,,
462000,462000,43,709454.0,2026-05-23T05:32:59,1467.1,,,1.2603,0.5717,0.6886,0.9882,0.012,,1.143,,,19.366,,,,,
463001,463001,43,712162.0,2026-05-23T06:18:08,1433.8,,,1.2573,0.5682,0.6891,0.9944,0.0121,,1.143,,,19.396,,,,,
464012,464012,43,714932.0,2026-05-23T07:04:17,1464.5,,,1.2587,0.5698,0.6889,0.9936,0.012,,1.143,,,19.39,,,,,
464999,464999,43,717778.0,2026-05-23T07:51:44,1518.4,,,1.252,0.5657,0.6863,0.9926,0.0119,,1.145,,,19.425,,,,,
466000,466000,43,720616.0,2026-05-23T08:39:01,1585.0,,,1.2498,0.5647,0.6851,0.9881,0.0118,,1.137,,,19.434,,,,,
467001,467001,43,723580.0,2026-05-23T09:28:26,1573.0,,,1.253,0.5655,0.6875,0.987,0.012,,1.137,,,19.417,,,,,
468002,468002,43,726485.0,2026-05-23T10:16:50,1552.5,,,1.253,0.5673,0.6857,0.995,0.0119,,1.138,,,19.424,,,,,
468995,468995,43,729391.0,2026-05-23T11:05:16,1513.0,,,1.2554,0.5663,0.6891,0.9934,0.0118,,1.134,,,19.412,,,,,
470008,470008,43,732371.0,2026-05-23T11:54:56,1548.5,,,1.253,0.5672,0.6858,0.9791,0.012,,1.139,,,19.386,,,,,
471000,471000,43,735421.0,2026-05-23T12:45:47,1557.6,,,1.2527,0.5656,0.6871,0.9804,0.0119,,1.141,,,19.406,,,,,
471993,471993,43,,2026-05-23T13:34:31,,,,1.2516,0.5631,0.6885,,,,1.129,,,,,,,,
473005,473005,43,740753.0,2026-05-23T14:14:38,1728.2,,,1.2524,0.5656,0.6868,0.987,0.0119,,1.135,,,19.416,,,,,
473998,473998,43,743109.0,2026-05-23T14:53:55,1694.3,,,1.2511,0.5654,0.6857,0.9865,0.0117,,1.133,,,19.429,,,,,
475001,475001,43,747087.0,2026-05-23T16:00:13,1724.1,,,1.2516,0.5649,0.6867,0.9913,0.0118,,1.133,,,19.414,,,,,
476005,476005,43,751104.0,2026-05-23T17:07:11,1592.6,,,1.2527,0.5662,0.6865,0.9855,0.0117,,1.132,,,19.424,,,,,
477001,477001,43,755071.0,2026-05-23T18:13:16,1633.4,,,1.2502,0.5668,0.6834,0.9856,0.0117,,1.139,,,19.435,,,,,
477988,477988,43,757365.0,2026-05-23T18:51:30,1666.7,,,1.2491,0.5644,0.6847,0.9837,0.0116,,1.131,,,19.439,,,,,
479009,479009,43,759719.0,2026-05-23T19:30:44,1654.5,,,1.2513,0.5651,0.6862,0.988,0.0116,,1.132,,,19.439,,,,,
480006,480006,43,762079.0,2026-05-23T20:10:03,1625.4,,,1.2505,0.5657,0.6848,0.9846,0.0116,,1.132,,,19.449,,,,,
481003,481003,43,764369.0,2026-05-23T20:48:14,1616.4,,,1.2523,0.5658,0.6865,0.9852,0.0115,,1.136,,,19.435,,,,,
481998,481998,43,767330.0,2026-05-23T21:37:37,1603.4,,,1.2532,0.5664,0.6868,0.983,0.0115,,1.132,,,19.428,,,,,
483001,483001,43,772307.0,2026-05-23T23:00:34,1582.5,,,1.2498,0.5656,0.6842,0.9899,0.0116,,1.127,,,19.438,,,,,
484002,484002,43,777304.0,2026-05-24T00:23:51,1603.8,,,1.2488,0.5641,0.6847,0.9856,0.0115,,1.126,,,19.448,,,,,
485004,485004,43,,2026-05-24T01:45:39,,,,1.2501,0.565,0.6851,,,,1.126,,,,,,,,
485998,485998,43,787484.0,2026-05-24T03:13:31,1596.0,,,1.2522,0.5657,0.6865,0.9917,0.0116,,1.124,,,19.434,,,,,
486999,486999,43,792882.0,2026-05-24T04:43:29,1580.5,,,1.248,0.5648,0.6832,0.9852,0.0115,,1.127,,,19.44,,,,,
488004,488004,43,798432.0,2026-05-24T06:15:59,1568.8,,,1.2488,0.565,0.6838,0.9921,0.0114,,1.123,,,19.446,,,,,
489001,489001,43,803988.0,2026-05-24T07:48:35,1579.3,,,1.2499,0.5661,0.6838,0.9924,0.0114,,1.13,,,19.432,,,,,
489997,489997,43,809932.0,2026-05-24T09:27:40,1601.0,,,1.2484,0.5654,0.683,0.9814,0.0114,,1.124,,,19.436,,,,,
490999,490999,43,815737.0,2026-05-24T11:04:22,1612.1,,,1.252,0.5672,0.6848,0.9865,0.0114,,1.128,,,19.447,,,,,
492005,492005,43,817724.0,2026-05-24T11:37:29,766.5,,,1.2465,0.5641,0.6824,0.9886,0.0113,,1.124,,,19.469,,,,,
493014,493014,43,818957.0,2026-05-24T11:58:02,749.7,,,1.2465,0.5614,0.6851,0.9795,0.0114,,1.123,,,19.486,,,,,
493987,493987,43,820132.0,2026-05-24T12:17:36,744.9,,,1.249,0.5628,0.6862,0.9913,0.0113,,1.12,,,19.476,,,,,
495007,495007,44,822663.0,2026-05-24T17:17:02,3720.9,596.493,5.17077,1.4929,0.6837,0.8092,0.9933,0.0113,,1.327,,,19.444,,,,,
495992,495992,48,827314.0,2026-06-10T13:21:48,2249.1,595.681,4.50426,3.6036,2.7326,0.871,0.9686,0.0407,,1.301,,,16.0,,,,,
496998,496998,48,829652.0,2026-06-10T14:00:47,2292.6,584.167,4.44819,3.5619,2.6981,0.8638,0.949,0.0439,,1.237,,,15.696,,,,,
498004,498004,48,832045.0,2026-06-10T14:40:40,2387.8,590.782,4.40536,3.559,2.6885,0.8705,0.952,0.0444,,1.204,,,15.553,,,,,
498993,498993,48,834378.0,2026-06-10T15:19:33,2341.2,574.056,5.03813,2.5815,1.7141,0.8674,0.9845,0.0357,,1.166,,,15.563,,,,,
500005,500005,48,836852.0,2026-06-10T16:00:47,2419.9,574.907,5.30964,1.8215,0.9576,0.8639,0.9635,0.0211,,1.126,,,15.912,,,,,
500989,500989,48,839075.0,2026-06-10T16:37:50,1978.4,582.497,5.39824,1.8172,0.952,0.8652,0.9818,0.0193,,1.142,,,16.229,,,,,
502012,502012,48,841408.0,2026-06-10T17:16:43,2290.5,579.14,5.46474,1.8141,0.9498,0.8643,0.99,0.0185,,1.159,,,16.706,,,,,
503002,503002,48,843682.0,2026-06-10T17:54:37,2176.7,581.66,5.50427,1.8124,0.9501,0.8623,0.965,0.0179,,1.164,,,17.238,,,,,
504005,504005,48,845777.0,2026-06-10T18:29:32,1819.2,571.491,5.71696,1.7705,0.8913,0.8792,0.9777,0.0167,,1.174,,,18.296,,,,,
505002,505002,48,847811.0,2026-06-10T19:03:26,1804.9,575.757,5.92077,1.6811,0.8059,0.8752,0.9751,0.0139,,1.146,,,18.691,,,,,
505992,505992,48,863959.0,2026-06-10T23:32:34,12761.1,568.91,6.17776,1.5318,0.7121,0.8197,0.9783,0.0123,,1.123,,,19.039,,,,,
507010,507010,48,866180.0,2026-06-11T00:09:35,2092.7,569.772,6.16485,1.5156,0.6998,0.8158,0.993,0.012,,1.125,,,19.128,,,,,
507993,507993,48,868275.0,2026-06-11T00:44:30,2004.9,569.772,6.17338,1.5061,0.6944,0.8117,0.9911,0.012,,1.123,,,19.173,,,,,
508997,508997,48,870133.0,2026-06-11T01:15:28,1574.5,571.491,6.17959,1.5108,0.6973,0.8135,0.9947,0.0119,,1.132,,,19.204,,,,,
510008,510008,48,872051.0,2026-06-11T01:47:27,1567.9,569.772,6.18577,1.5121,0.6983,0.8138,0.9885,0.0119,,1.133,,,19.225,,,,,
511007,511007,48,873973.0,2026-06-11T02:19:28,1557.1,568.91,6.18286,1.5003,0.6879,0.8124,0.9948,0.0119,,1.138,,,19.311,,,,,
511985,511985,48,875835.0,2026-06-11T02:50:31,1551.4,574.907,6.27793,1.4293,0.6493,0.78,0.9876,0.0113,,1.122,,,19.443,,,,,
512998,512998,48,877816.0,2026-06-11T03:23:31,1593.6,574.907,6.27382,1.4298,0.6514,0.7784,0.9833,0.0111,,1.128,,,19.465,,,,,
513995,513995,48,879809.0,2026-06-11T03:56:45,1584.6,574.907,6.27509,1.4274,0.6492,0.7782,0.9934,0.0111,,1.125,,,19.481,,,,,
514988,514988,48,881795.0,2026-06-11T04:29:51,1550.2,575.757,6.26262,1.4342,0.6519,0.7823,0.9924,0.0111,,1.125,,,19.492,,,,,
515985,515985,48,883789.0,2026-06-11T05:03:05,1576.7,570.632,6.25791,1.4316,0.6523,0.7793,0.9878,0.0111,,1.129,,,19.501,,,,,
517000,517000,48,,2026-06-11T05:37:26,,574.907,6.27367,1.4356,0.6522,0.7834,,,,1.124,,,,,,,,
517987,517987,48,887905.0,2026-06-11T06:11:41,1532.1,571.491,6.28436,1.4324,0.6527,0.7797,0.9924,0.0111,,1.12,,,19.53,,,,,
519002,519002,48,890222.0,2026-06-11T06:50:18,1519.8,574.907,6.28127,1.4338,0.6518,0.782,0.9893,0.011,,1.123,,,19.54,,,,,
519988,519988,48,892557.0,2026-06-11T07:29:13,1468.7,575.757,6.25175,1.4327,0.6521,0.7806,0.9819,0.0109,,1.127,,,19.549,,,,,
