cum_step,meta_step,segment,elapsed_train_sec,wallclock_iso,ms_per_step,pElo,nll,loss,pLoss,vLoss,legalMass,pIllM,bn1Mean,gNorm,sae2,eff_alpha,pLogit_mean,pLogit_peak,frozen_file,note,wall_sec,games_fed
82900,59351,,58992.7,,,1700,1.961,,,,,,,,,,,,,,,
83902,60353,,65069.4,,,1642,2.018,,,,,,,,,,,,,,,
84952,61403,,65753.6,,,1704,1.950,,,,,,,,,,,,,,,
86001,62452,,66448.6,,,1707,1.947,,,,,,,,,,,,,,,
87027,63478,,67119.4,,,1656,2.069,,,,,,,,,,,,,,,
88077,64528,,67808.9,,,1583,2.104,,,,,,,,,,,,,,,
88876,65327,,68333.9,,,1711,1.926,,,,,,,,,,,,,,,
89951,66402,,69045.1,,,1711,1.930,,,,,,,,,,,,,,,
90977,67428,,69727.6,,,1682,1.939,,,,,,,,,,,,,,,
92025,68476,,70422.6,,,1576,2.075,,,,,,,,,,,,,,,
93026,69477,,71083.3,,,1699,1.956,,,,,,,,,,,,,,,
94051,70502,,71759.2,,,1696,1.956,,,,,,,,,,,,,,,
95102,71553,,72449.6,,,1520,2.228,,,,,,,,,,,,,,,
95876,72327,,72958.1,,,1667,2.007,,,,,,,,,,,,,,,
96952,73403,,73676.6,,,1703,1.952,,,,,,,,,,,,,,,
98001,74452,,74369.4,,,1704,1.955,,,,,,,,,,,,,,,
99002,75453,,75032.9,,,1639,1.998,,,,,,,,,,,,,,,
100051,76502,,75727.0,,,1511,2.199,,,,,,,,,,,,,,,
101102,77553,,76422.9,,,1683,1.963,,,,,,,,,,,,,,,
101877,78328,,76936.6,,,1684,1.964,,,,,,,,,,,,,,,
102925,79376,,77631.1,,,1683,1.958,,,,,,,,,,,,,,,
103952,80403,,78301.6,,,1699,1.967,,,,,,,,,,,,,,,
104977,81428,,78971.9,,,1705,1.944,,,,,,,,,,,,,,,
106027,82478,,79663.5,,,1712,1.946,,,,,,,,,,,,,,,
107077,83528,,80360.9,,,1698,1.976,,,,,,,,,,,,,,,
107877,84328,,80889.7,,,1699,1.970,,,,,,,,,,,,,,,
108926,85377,,81573.9,,,1707,1.959,,,,,,,,,,,,,,,
109951,86402,,82245.2,,,1710,1.951,,,,,,,,,,,,,,,
111002,87453,,82929.6,,,1700,1.963,,,,,,,,,,,,,,,
112075,88526,,83628.4,,,1715,1.958,,,,,,,,,,,,,,,
112875,89326,,84152.4,,,1708,1.965,,,,,,,,,,,,,,,
113951,90402,,84856.8,,,1704,1.968,,,,,,,,,,,,,,,
114952,91403,,85516.0,,,1702,1.959,,,,,,,,,,,,,,,
115976,92427,,86178.6,,,1702,1.994,,,,,,,,,,,,,,,
117026,93477,,86859.0,,,1700,1.979,,,,,,,,,,,,,,,
118076,94527,,87538.1,,,1704,1.972,,,,,,,,,,,,,,,
119102,95553,,88216.6,,,1701,1.970,,,,,,,,,,,,,,,
120102,96553,,88864.4,,,1694,2.005,,,,,,,,,,,,,,,
120901,97352,,89382.5,,,1707,1.980,,,,,,,,,,,,,,,
121952,98403,,90064.7,,,1708,1.984,,,,,,,,,,,,,,,
123026,99477,,90770.5,,,1701,1.981,,,,,,,,,,,,,,,
124076,100527,,91449.5,,,1697,2.012,,,,,,,,,,,,,,,
125101,101552,,92112.3,,,1696,1.996,,,,,,,,,,,,,,,
125877,102328,,92611.3,,,1695,1.990,,,,,,,,,,,,,,,
126927,103378,,93286.4,,,1687,2.010,,,,,,,,,,,,,,,
127976,104427,,93978.3,,,1686,2.008,,,,,,,,,,,,,,,
129027,105478,,94684.0,,,1697,2.007,,,,,,,,,,,,,,,
130100,106551,,95405.5,,,1697,2.003,,,,,,,,,,,,,,,
130876,107327,,95918.9,,,1695,2.003,,,,,,,,,,,,,,,
131903,108354,,96597.8,,,1689,2.022,,,,,,,,,,,,,,,
132952,109403,,97290.5,,,1683,2.015,,,,,,,,,,,,,,,
134026,110477,,97980.2,,,1684,2.015,,,,,,,,,,,,,,,
135051,111502,,98642.7,,,1677,2.023,,,,,,,,,,,,,,,
136077,112528,,99310.9,,,1683,2.028,,,,,,,,,,,,,,,
136875,113326,,99829.6,,,1681,2.029,,,,,,,,,,,,,,,
137926,114377,,100514.5,,,1682,2.032,,,,,,,,,,,,,,,
138952,115403,,101185.8,,,1683,2.044,,,,,,,,,,,,,,,
139977,116428,,101857.8,,,1692,2.006,,,,,,,,,,,,,,,
141026,117477,,102554.8,,,1679,2.027,,,,,,,,,,,,,,,
142077,118528,,103245.8,,,1675,2.029,,,,,,,,,,,,,,,
142902,119353,,103788.2,,,1677,2.025,,,,,,,,,,,,,,,
143976,120427,,104493.2,,,1684,2.036,,,,,,,,,,,,,,,
144977,121428,,105150.8,,,1678,2.028,,,,,,,,,,,,,,,
146002,122453,,105827.4,,,1686,2.020,,,,,,,,,,,,,,,
147051,123502,,106523.9,,,1672,2.048,,,,,,,,,,,,,,,
148077,124528,,107212.8,,,1664,2.058,,,,,,,,,,,,,,,
148875,125326,,107739.2,,,1686,2.029,,,,,,,,,,,,,,,
149877,126328,,108410.7,,,1686,2.024,,,,,,,,,,,,,,,
150950,127401,,109118.6,,,1675,2.054,,,,,,,,,,,,,,,
151977,128428,,109805.8,,,1706,2.041,,,,,,,,,,,,,,,
153001,129452,,110481.2,,,1686,2.033,,,,,,,,,,,,,,,
154052,130503,,111178.3,,,1687,2.034,,,,,,,,,,,,,,,
155101,131552,,111872.2,,,1689,2.041,,,,,,,,,,,,,,,
155900,132351,,112405.1,,,1680,2.041,,,,,,,,,,,,,,,
156952,133403,,113102.7,,,1687,2.040,,,,,,,,,,,,,,,
158025,134476,,113818.8,,,1691,2.038,,,,,,,,,,,,,,,
159075,135526,,114512.7,,,1674,2.047,,,,,,,,,,,,,,,
159876,136327,,115042.8,,,1675,2.062,,,,,,,,,,,,,,,
160902,137353,,115721.3,,,1680,2.044,,,,,,,,,,,,,,,
161925,138376,,116399.9,,,1680,2.042,,,,,,,,,,,,,,,
162952,139403,,117092.1,,,1686,2.023,,,,,,,,,,,,,,,
164025,140476,,117828.7,,,1702,2.024,,,,,,,,,,,,,,,
165053,141504,,118521.2,,,1687,2.043,,,,,,,,,,,,,,,
166102,142553,,119217.6,,,1683,2.046,,,,,,,,,,,,,,,
166876,143327,,119731.9,,,1672,2.051,,,,,,,,,,,,,,,
167902,144353,,120416.3,,,1685,2.045,,,,,,,,,,,,,,,
168927,145378,,121105.3,,,1682,2.032,,,,,,,,,,,,,,,
169952,146403,,121788.4,,,1689,2.035,,,,,,,,,,,,,,,
171000,147451,,122491.2,,,1676,2.046,,,,,,,,,,,,,,,
172002,148453,,123157.9,,,1683,2.044,,,,,,,,,,,,,,,
173050,149501,,123859.0,,,1677,2.045,,,,,,,,,,,,,,,
174076,150527,,124556.8,,,1676,2.045,,,,,,,,,,,,,,,
175100,151551,,125242.4,,,1673,2.033,,,,,,,,,,,,,,,
176100,152551,,125912.2,,,1682,2.070,,,,,,,,,,,,,,,
177101,153552,,126585.4,,,1675,2.044,,,,,,,,,,,,,,,
177876,154327,,127104.6,,,1682,2.040,,,,,,,,,,,,,,,
178900,155351,,127797.2,,,1686,2.048,,,,,,,,,,,,,,,
179950,156401,,128505.6,,,1680,2.040,,,,,,,,,,,,,,,
180952,157403,,129177.7,,,1681,2.045,,,,,,,,,,,,,,,
181976,158427,,129874.2,,,1683,2.044,,,,,,,,,,,,,,,
183026,159477,,130573.7,,,1680,2.075,,,,,,,,,,,,,,,
184050,160501,,131260.6,,,1689,2.080,,,,,,,,,,,,,,,
185076,161527,,131965.6,,,1671,2.054,,,,,,,,,,,,,,,
186102,162553,,132650.4,,,1677,2.054,,,,,,,,,,,,,,,
187126,163577,,133339.5,,,1660,2.064,,,,,,,,,,,,,,,
187900,164351,,133864.3,,,1655,2.081,,,,,,,,,,,,,,,
188925,165376,,134559.5,,,1672,2.067,,,,,,,,,,,,,,,
189952,166403,,135262.6,,,1668,2.063,,,,,,,,,,,,,,,
190952,167403,,135936.7,,,1665,2.073,,,,,,,,,,,,,,,
191977,168428,,136622.4,,,1697,2.071,,,,,,,,,,,,,,,
193025,169476,,137318.8,,,1663,2.066,,,,,,,,,,,,,,,
194027,170478,,137980.2,,,1663,2.068,,,,,,,,,,,,,,,
195075,171526,,138679.8,,,1667,2.061,,,,,,,,,,,,,,,
196102,172553,,139363.0,,,1652,2.100,,,,,,,,,,,,,,,
197102,173553,,140021.7,,,1667,2.076,,,,,,,,,,,,,,,
197876,174327,,140533.5,,,1667,2.078,,,,,,,,,,,,,,,
198926,175377,,141225.0,,,1664,2.077,,,,,,,,,,,,,,,
199926,176377,,141881.0,,,1647,2.088,,,,,,,,,,,,,,,
200952,177403,,142565.0,,,1663,2.064,,,,,,,,,,,,,,,
202002,178453,,143253.9,,,1666,2.063,,,,,,,,,,,,,,,
203027,179478,,143928.3,,,1663,2.110,,,,,,,,,,,,,,,
204076,180527,,144620.8,,,1671,2.057,,,,,,,,,,,,,,,
204876,181327,,145149.2,,,1669,2.079,,,,,,,,,,,,,,,
205902,182353,,145828.1,,,1668,2.074,,,,,,,,,,,,,,,
206975,183426,,146565.3,,,1672,2.067,,,,,,,,,,,,,,,
208025,184476,,147258.2,,,1657,2.070,,,,,,,,,,,,,,,
209027,185478,,147917.6,,,1662,2.072,,,,,,,,,,,,,,,
210076,186527,,148606.8,,,1660,2.072,,,,,,,,,,,,,,,
211102,187553,,149282.2,,,1655,2.072,,,,,,,,,,,,,,,
211877,188328,,149805.2,,,1646,2.109,,,,,,,,,,,,,,,
212927,189378,,150500.6,,,1667,2.077,,,,,,,,,,,,,,,
213952,190403,,151181.6,,,1667,2.083,,,,,,,,,,,,,,,
215001,191452,,151877.1,,,1664,2.093,,,,,,,,,,,,,,,
216027,192478,,152565.6,,,1680,2.062,,,,,,,,,,,,,,,
217050,193501,,153260.4,,,1660,2.081,,,,,,,,,,,,,,,
218051,194502,,153930.8,,,1666,2.070,,,,,,,,,,,,,,,
219077,195528,,154617.3,,,1668,2.080,,,,,,,,,,,,,,,
219877,196328,,155149.3,,,1679,2.093,,,,,,,,,,,,,,,
220902,197353,,156053.0,,,1671,2.078,,,,,,,,,,,,,,,
