step,pElo,nll
6651,459.721,4.19762
6675,453.82,4.20583
6704,465.513,4.13581
6728,452.626,4.17689
6752,457.374,4.21303
6776,419.775,4.20135
6804,446.584,4.18723
6828,457.374,4.17447
6852,430.28,4.2084
6876,450.223,4.21656
6904,449.015,4.21036
6928,435.394,4.20397
6952,466.659,4.19947
6975,418.434,4.23985
7004,434.124,4.21118
7028,480.095,4.16742
7051,451.427,4.23135
7080,496.153,4.12221
7104,450.223,4.24226
7127,472.326,4.20367
7151,434.124,4.26076
7179,432.848,4.22736
7203,453.82,4.21051
7226,445.361,4.21304
7254,476.788,4.15882
7278,480.095,4.15879
7302,455.009,4.22154
7325,434.124,4.17647
7352,460.888,4.18003
7375,426.386,4.1776
7403,452.626,4.17588
7426,436.658,4.24636
7454,485.534,4.13133
7478,470.071,4.16969
7503,451.427,4.17653
7526,459.721,4.21003
7553,422.437,4.21117
7577,451.427,4.17874
7602,465.513,4.17905
7626,460.888,4.17494
7651,456.194,4.16872
7676,468.938,4.16552
7700,449.015,4.20911
7730,459.721,4.18645
7755,470.071,4.13292
7780,478.997,4.10522
7804,476.788,4.1501
7827,453.82,4.19084
7851,480.095,4.20251
7879,455.009,4.17747
7902,475.678,4.19181
7926,444.133,4.21571
7955,457.374,4.23011
7979,460.888,4.19471
8003,441.662,4.23553
8028,434.124,4.23819
8052,453.82,4.20173
8077,456.194,4.20592
8101,468.938,4.21511
8126,432.848,4.23983
8151,449.015,4.24988
8175,458.55,4.29305
8205,439.171,4.22239
8229,462.051,4.25735
8253,475.678,4.20903
8277,442.901,4.28637
8302,451.427,4.3164
8326,436.658,4.3427
8350,447.802,4.25596
8379,437.917,4.36945
8404,434.124,4.3078
8428,452.626,4.27115
8452,462.051,4.34876
8476,467.8,4.26246
8500,437.917,4.35037
8529,464.363,4.40553
8553,462.051,4.33421
8578,481.19,4.26938
8603,491.945,4.25717
8628,493.002,4.31379
8652,462.051,4.40199
8677,481.19,4.48141
8702,447.802,4.48754
8726,480.095,5.16802
8751,471.2,5.55783
8776,465.513,6.55099
8804,441.662,6.67453
8827,445.361,6.71997
8851,431.567,7.49607
8880,446.584,8.17415
8904,477.894,11.15006
8929,519.404,13.06325
8953,520.381,13.37043
8978,531.912,14.55245
9002,532.858,15.02175
9027,546.762,11.36531
9052,573.202,6.64508
9076,585.829,3.36595
9101,577.452,5.82401
9126,577.452,3.47491
9150,580.822,3.32948
9180,580.822,3.31348
9205,518.424,10.60064
9229,490.885,13.2696
9254,489.822,15.50143
9278,507.464,14.95205
9303,489.822,15.19713
9328,580.822,15.57632
9352,498.237,15.42636
9377,523.298,15.45579
9402,582.497,11.06225
9426,460.888,16.29903
9451,435.394,14.65304
9476,477.894,15.48147
9500,483.369,15.97982
9525,495.106,15.46171
9555,481.19,15.5348
9579,485.534,14.97969
9604,605.328,8.56081
9629,603.734,8.55855
9652,627.885,10.30049
9680,667.502,11.15453
9705,620.22,8.79041
9729,500.309,13.53702
9754,573.202,11.68791
9779,523.298,11.46298
9803,501.34,13.02314
9828,484.454,14.9952
9853,556.655,14.70375
9877,481.19,15.57547
9902,560.194,15.23806
9927,537.548,14.89845
9951,602.935,14.24264
9976,688.42,13.71726
10001,692.524,13.69362
