step,pElo,nll
14276,574.056,4.41195
14303,573.202,4.50113
14326,569.772,5.83974
14353,570.632,4.12104
14376,579.982,3.58401
14403,577.452,3.5997
14426,582.497,3.31213
14453,533.8,14.95222
14476,577.452,3.53654
14503,496.153,12.54639
14526,580.822,3.25262
14553,580.822,3.27936
14576,586.659,3.46962
14600,519.404,10.30551
14626,579.982,3.74032
14653,579.982,3.29452
14677,571.491,4.68881
14700,568.91,7.22921
14727,582.497,3.2755
14750,554.874,10.99691
14777,570.632,5.37512
14803,566.314,8.42865
14826,579.982,3.37174
14853,530.965,15.56791
14876,584.167,3.60822
14903,585.829,3.54535
14927,580.822,3.25262
14950,551.289,6.95785
14977,580.822,3.26607
15000,553.981,7.42079
15026,586.659,3.46962
15053,555.766,10.86485
15076,572.347,4.13331
15103,586.659,3.46962
15126,586.659,3.46962
15150,580.822,11.11805
15177,584.999,3.30008
15200,471.2,13.08588
15227,579.982,3.29777
15250,559.312,4.87287
15276,586.659,3.52029
15303,581.66,4.11405
15326,582.497,3.39108
15350,585.829,4.39328
15377,573.202,4.87044
15401,580.822,3.25925
15427,579.982,3.37146
15451,583.333,3.9417
15477,581.66,3.40113
15500,580.822,3.26328
15527,580.822,3.25262
15551,582.497,3.34885
15577,581.66,3.38459
15600,560.194,6.24333
15627,580.822,3.25262
15651,579.982,3.40037
15677,580.822,3.43834
15701,484.454,15.15997
15727,580.822,3.25598
15751,584.167,3.58958
15777,585.829,3.3784
15801,576.605,4.5609
15828,583.333,3.42628
15851,580.822,6.07702
15877,570.632,4.71366
15901,566.314,4.60277
15927,584.999,3.5632
15951,552.188,5.9521
15977,585.829,3.52636
16001,494.056,12.26079
16028,586.659,3.47295
16051,586.659,3.54837
16077,584.167,3.64654
16100,558.428,11.64564
16127,580.822,3.26261
16150,563.702,10.04229
16177,586.659,3.41535
16201,579.982,8.85824
16227,589.96,3.84534
16251,588.312,3.51206
16278,585.829,3.436
16302,589.137,3.87621
16325,583.333,3.32862
16352,574.907,6.38462
16376,584.167,3.53647
16402,579.982,3.53526
16426,583.333,3.28515
16452,580.822,3.64835
16476,585.829,3.29849
16503,582.497,3.53996
16526,586.659,3.46962
16552,589.96,4.16469
16576,579.14,3.31246
16603,542.182,6.80846
16626,579.14,3.27681
16652,581.66,3.55089
16676,581.66,3.86369
16702,559.312,7.35548
16726,558.428,6.53573
16752,574.056,6.09066
16776,589.137,3.72248
16802,565.445,5.24553
16826,583.333,4.86907
16852,587.486,12.41423
16876,574.907,5.16936
16902,564.575,4.94316
16926,549.484,8.7315
16953,583.333,3.73623
16976,580.822,3.25262
17003,569.772,5.26443
17027,581.66,3.27951
17050,584.167,3.55449
17077,568.91,7.15143
17100,578.297,3.74345
17127,584.167,3.33393
17151,568.91,6.34689
17177,582.497,3.4281
17201,536.615,15.51485
17227,580.822,3.29629
17251,561.074,7.26468
17277,580.822,3.43622
17301,562.828,6.25701
17327,578.297,4.04916
17351,576.605,8.80736
17377,568.047,4.59963
17403,581.66,3.27597
17427,580.822,3.29617
17450,486.611,13.40899
17477,580.822,3.39343
17501,578.297,3.32521
17527,580.822,3.28726
17551,493.002,14.41171
17578,587.486,3.61217
17601,566.314,8.50118
17628,584.999,3.76971
17652,536.615,8.31236
17675,584.999,3.38458
17702,591.602,9.31982
17725,594.868,4.61213
17752,580.822,3.25262
