step,pElo,nll
12451,663.946,3.7098
12477,658.213,3.7134
12502,648.042,3.72404
12525,653.876,3.71487
12552,654.601,3.70133
12576,652.423,3.80359
12602,658.213,3.72387
12626,669.625,3.67047
12651,671.037,3.65728
12676,671.037,3.70217
12701,639.175,3.78692
12726,679.44,3.6322
12752,663.946,3.63539
12776,668.211,3.64553
12801,642.146,3.84216
12826,653.15,3.7172
12852,663.233,3.65486
12876,661.086,3.68597
12901,662.518,3.66846
12927,663.946,3.66771
12952,656.048,3.68109
12976,671.742,3.67978
13001,678.744,3.68136
13026,667.502,3.6821
13051,561.952,5.59853
13077,679.44,3.64205
13103,675.952,3.6175
13127,682.216,3.63272
13150,695.246,3.59484
13177,699.308,3.61988
13201,694.566,3.64907
13226,689.791,3.63383
13251,674.552,3.67696
13276,667.502,3.72571
13302,683.6,3.67739
13326,675.952,3.67475
13351,665.371,3.69984
13376,679.44,3.695
13401,678.744,3.6961
13426,673.148,3.69704
13450,661.803,3.73227
13476,658.213,3.74048
13502,669.625,3.70352
13527,607.71,4.08607
13551,652.423,3.79926
13576,669.625,3.70812
13602,679.44,3.66661
13626,683.6,3.61771
13651,676.651,3.66832
13675,689.106,3.65914
13701,672.445,3.67789
13726,682.216,3.67166
13751,677.35,3.6584
13776,462.051,7.4804
13801,638.43,3.99382
13827,675.252,3.75926
13851,677.35,3.72236
13875,690.475,3.66459
13902,684.291,3.70016
13926,695.246,3.67962
13951,680.83,3.67929
13976,680.135,3.67728
14000,692.524,3.66593
14026,680.135,3.66339
14050,675.952,3.6557
14076,690.475,3.61568
14101,678.744,3.63902
14127,682.908,3.67923
14151,684.291,3.68618
14176,684.291,3.67113
14201,676.651,3.65487
14227,693.205,3.63786
14251,685.67,3.63529
14276,680.135,3.63496
14301,684.291,3.65501
14326,684.291,3.60075
14352,659.651,3.66242
14376,666.792,3.69709
14401,689.106,3.64188
14426,679.44,3.6503
14450,674.552,3.63871
14476,690.475,3.60522
14501,533.8,4.41821
14526,622.532,3.78395
14551,639.175,3.7064
14576,659.651,3.6707
14602,663.233,3.67284
14626,668.211,3.69115
14651,667.502,3.67911
14676,675.252,3.64622
14702,667.502,3.6521
14726,665.371,3.64616
14752,671.742,3.63501
14777,680.135,3.61291
14801,667.502,3.62264
14827,680.83,3.61602
14851,678.047,3.61082
14877,666.792,3.6368
14901,652.423,3.65564
14927,617.122,3.92227
14951,637.683,3.8301
14976,653.876,3.78417
15002,653.876,3.75174
15026,659.651,3.74438
15051,673.148,3.67771
15077,682.908,3.64571
15102,680.135,3.65826
15125,672.445,3.65152
15151,675.952,3.56369
15177,680.135,3.57979
15202,641.405,3.79293
15226,630.162,3.80601
15251,656.048,3.64266
15276,657.492,3.66675
15301,662.518,3.66301
15327,663.946,3.68547
15352,670.332,3.64278
15376,665.371,3.69562
15402,677.35,3.66882
15426,687.734,3.64134
15451,678.047,3.66491
15476,680.135,3.66333
15500,673.85,3.67411
15527,673.85,3.68402
15551,668.211,3.68792
15577,673.85,3.68732
15601,661.803,3.72131
15625,658.213,3.67828
15651,614.786,3.87152
15675,629.404,3.83097
15702,662.518,3.72218
15727,664.659,3.70069
15751,655.325,3.71161
15776,662.518,3.69042
15801,673.148,3.62491
15826,671.742,3.63367
15851,673.148,3.60009
15875,675.252,3.72672
15901,570.632,4.4238
15926,598.919,3.98506
15952,627.885,3.83163
15976,665.371,3.73159
16000,666.792,3.71943
16025,670.332,3.68494
16051,678.047,3.68491
16077,650.966,3.74177
16101,595.681,3.98475
16127,639.92,3.75167
16151,657.492,3.73598
16176,664.659,3.724
16200,674.552,3.66039
16226,672.445,3.65936
16251,667.502,3.67478
16276,671.037,3.66869
16302,685.67,3.64612
16325,668.211,3.68194
16350,673.85,3.67773
16376,673.85,3.63682
16401,669.625,3.66358
16427,675.952,3.64896
16452,673.85,3.66209
16477,671.037,3.62251
16502,674.552,3.62503
16526,672.445,3.6333
16551,687.734,3.5956
16576,689.106,3.58763
16601,668.211,3.71998
16626,662.518,3.78392
16651,673.148,3.71156
16676,677.35,3.65906
16702,697.28,3.57347
16725,682.908,3.6109
16751,686.359,3.63309
16776,689.106,3.61721
16801,667.502,3.65465
16827,624.067,3.94156
16851,644.364,3.93805
16875,657.492,3.81964
16891,656.048,3.8101
16902,656.771,3.77139
16925,667.502,3.72598
16952,666.082,3.74471
16976,671.742,3.71507
17001,661.086,3.71852
17026,667.502,3.70197
17051,653.876,3.73745
17075,648.774,3.74405
17100,656.771,3.7904
17127,663.233,3.77513
17150,669.625,3.78334
17176,668.918,3.67386
17201,677.35,3.80353
17225,652.423,3.79711
17250,669.625,3.75763
17277,672.445,3.71601
17302,668.211,3.75911
17327,669.625,3.74533
17352,666.792,3.70765
17377,669.625,3.71339
17402,668.211,3.71762
17425,675.252,3.70719
17451,664.659,3.72381
17476,674.552,3.78029
17501,666.082,3.79314
17527,671.742,3.7386
17550,671.037,3.75788
17576,675.252,3.7633
17601,675.952,3.7398
17626,667.502,3.78167
17652,666.792,3.77142
17675,666.082,3.76564
17701,666.792,3.75114
17725,673.85,3.78753
17751,680.135,3.73617
17776,673.148,3.73542
17802,665.371,3.76665
17825,662.518,3.75595
17851,665.371,3.74593
17877,666.082,3.70707
17900,676.651,3.7246
17926,684.981,3.71422
17951,676.651,3.72167
17977,658.213,3.78866
18000,669.625,3.74155
18026,666.792,3.74379
18051,665.371,3.75416
18077,653.15,3.73864
18100,668.211,3.74049
18125,653.15,3.78341
18151,658.933,3.76498
18176,656.771,3.78192
18202,656.048,3.75023
18225,653.15,3.77545
18251,663.233,3.73561
18276,675.252,3.70635
18302,670.332,3.74678
18325,672.445,3.71935
18351,657.492,3.74208
18376,655.325,3.73116
18401,627.123,3.7826
18427,630.162,3.70844
18450,627.885,3.93405
18476,629.404,4.097
18501,634.688,3.90179
18527,639.175,3.88847
18552,648.774,3.80788
18575,658.933,3.81081
18600,663.233,3.7665
18626,660.369,3.79278
18651,655.325,3.78435
18669,670.332,3.81414
18676,678.047,3.75908
18701,668.918,3.77824
18727,677.35,3.75324
18750,665.371,3.74973
18775,658.933,3.76936
18800,661.803,3.74889
18826,668.918,3.73769
18851,657.492,3.76436
18877,663.946,3.7547
18900,657.492,3.76771
18926,657.492,3.76158
18951,657.492,3.7919
18976,672.445,3.73854
19001,668.918,3.73191
19026,666.082,3.76751
19052,674.552,3.75459
19075,673.148,3.73499
19100,668.918,3.74064
19126,684.291,3.71099
19151,678.744,3.72088
19176,674.552,3.74158
19202,678.047,3.72937
19225,680.135,3.74429
19250,681.523,3.72541
19275,671.742,3.71927
19301,675.952,3.73257
19326,668.211,3.73412
19351,663.946,3.74374
19376,659.651,3.74421
19401,651.695,3.78339
19426,650.966,3.78225
19451,659.651,3.72495
19476,561.074,4.60076
19501,616.344,3.99353
19525,633.936,3.86622
19551,659.651,3.81478
19576,671.037,3.78953
19602,682.908,3.7181
19627,671.742,3.75868
19652,667.502,3.76835
19676,671.742,3.79646
19702,647.308,3.80399
19726,642.146,3.80512
19750,658.933,3.76577
19776,661.803,3.77136
19801,664.659,3.79129
19826,663.946,3.77866
19851,662.518,3.79194
19876,668.918,3.77654
19901,677.35,3.7316
19926,675.252,3.7301
19951,670.332,3.74906
19976,676.651,3.75085
20001,666.792,3.81046
20026,671.037,3.75482
20051,671.037,3.74635
20076,670.332,3.77735
20101,663.233,3.76236
20126,664.659,3.72446
20151,666.082,3.76561
20176,649.506,3.77583
20201,667.502,3.75359
20226,663.946,3.73438
20251,658.933,3.78654
20275,666.792,3.7996
20300,659.651,3.78507
20325,661.086,3.76048
20350,666.082,3.76901
20375,668.918,3.74096
20401,668.211,3.76629
20426,658.933,3.80531
20451,658.933,3.78896
20477,670.332,3.73837
20502,680.135,3.73759
20527,656.771,3.78907
20552,656.048,3.77212
20577,656.048,3.8151
20600,642.887,3.82546
20627,647.308,3.87723
20652,642.887,3.86933
20675,649.506,3.83359
20700,658.933,3.80085
20727,661.803,3.76293
20752,663.946,3.79954
20777,648.042,3.86404
20802,645.102,3.75167
20827,652.423,3.70795
20852,655.325,3.69792
20877,641.405,3.78183
20902,659.651,3.73587
20927,673.148,3.64405
20952,642.146,3.79937
20976,646.574,3.66263
21001,666.082,3.6384
21026,660.369,3.66725
21051,687.046,3.60119
21075,679.44,3.58837
21101,685.67,3.55252
21126,673.85,3.5979
21151,649.506,3.94014
21175,650.236,3.83857
21202,639.175,3.9079
21227,639.175,3.84039
21252,630.162,3.87155
