step,pElo,nll
203601,840.185,3.22496
203626,827.928,3.23489
203652,829.1,3.25255
203677,832.611,3.18936
203702,815.551,3.21671
203726,817.326,3.2203
203751,801.244,3.2693
203777,813.178,3.20925
203801,803.641,3.22013
203826,780.039,3.25216
203851,800.644,3.21858
203876,808.42,3.2163
203901,819.1,3.2107
203928,817.918,3.25114
203953,818.509,3.20006
203978,816.143,3.24074
204003,811.991,3.26816
204028,822.05,3.24004
204053,839.604,3.22085
204076,832.611,3.19064
204101,847.139,3.23826
204125,836.695,3.22531
204151,822.639,3.23928
204177,834.946,3.20346
204201,840.766,3.22891
204226,825.58,3.23744
204251,840.185,3.24082
204276,826.167,3.22581
204300,811.396,3.27855
204328,794.022,3.26409
204351,817.918,3.2441
204376,838.441,3.20971
204401,859.799,3.20448
204426,836.112,3.23449
204451,820.871,3.21709
204477,829.1,3.25345
204502,840.185,3.20545
204527,826.167,3.23407
204552,778.814,3.28307
204575,803.641,3.27087
204600,811.991,3.27291
204628,811.396,3.25908
204653,805.435,3.26948
204678,798.842,3.29807
204704,803.641,3.26664
204726,797.037,3.24958
204751,798.241,3.25373
204776,820.871,3.25361
204801,808.42,3.2399
204827,807.227,3.23688
204851,819.1,3.24795
204876,803.042,3.25024
204902,820.281,3.24599
204926,794.625,3.24294
204952,811.991,3.23938
204977,819.1,3.21544
205002,792.813,3.26908
205026,798.842,3.25059
205052,821.46,3.20248
205076,805.435,3.22078
205102,825.58,3.24691
205126,825.58,3.23288
205152,815.551,3.27029
205176,841.927,3.23805
205201,836.112,3.19452
205228,836.695,3.20791
205253,792.208,3.26119
205278,813.178,3.24496
205304,818.509,3.25057
205326,820.281,3.22991
205352,807.227,3.26384
205377,786.75,3.28052
205403,778.814,3.28505
205427,790.392,3.26543
205452,803.641,3.23604
205477,785.533,3.24773
205503,811.991,3.23461
205529,813.772,3.23377
205551,817.326,3.2331
205579,809.611,3.23357
205603,811.991,3.23042
205627,798.241,3.24606
205651,794.022,3.24274
205676,790.998,3.27121
205701,806.63,3.21931
205726,787.965,3.24383
205751,801.844,3.24194
205778,859.226,3.15897
205803,827.928,3.18724
205828,800.044,3.23316
205853,817.918,3.20731
205878,831.442,3.20385
205904,834.946,3.22885
205926,833.195,3.21975
205951,813.772,3.22556
205976,832.027,3.22879
206002,813.178,3.20911
206026,793.418,3.25631
206051,828.514,3.21213
206078,828.514,3.21355
206101,819.69,3.20357
206126,810.802,3.22717
206153,806.033,3.20189
206178,819.69,3.22012
206201,818.509,3.2047
206227,829.1,3.23644
206252,814.958,3.24622
206277,813.772,3.24357
206301,830.272,3.21554
206327,811.991,3.215
206353,819.1,3.21615
206378,832.611,3.20739
206403,820.871,3.18917
206427,829.686,3.27005
206451,809.611,3.25802
206477,811.991,3.24473
206501,800.644,3.25027
206527,798.842,3.25012
206552,817.326,3.25778
206575,809.611,3.26993
206603,825.58,3.24319
206627,809.016,3.25606
206652,803.042,3.26087
206676,791.603,3.25634
206701,789.786,3.29521
206728,793.418,3.2544
206753,813.178,3.24986
206776,804.24,3.23126
206802,790.392,3.25559
206827,800.644,3.22988
206852,789.786,3.27214
206876,809.611,3.26547
206901,810.802,3.21181
206926,816.735,3.20324
206951,801.244,3.23374
206976,844.246,3.21295
207001,800.044,3.22438
207026,805.435,3.25332
207052,858.079,3.21623
207076,823.816,3.21805
207103,814.365,3.24373
207126,793.418,3.23543
207150,832.027,3.21987
207178,814.365,3.23396
207203,772.666,3.30122
207228,809.611,3.25605
207252,789.179,3.28566
207277,785.533,3.24358
207301,791.603,3.24127
207326,792.813,3.26189
207354,808.42,3.26016
207377,819.69,3.23222
